id,date_added,incident_date,city,state,crime_type,camera_role,outcome,summary,source_name,source_url,additional_sources,confidence
245,2026-08-14,2023-06-14,Augusta,GA,carjacking,"LPR detected suspect vehicle, alert issued for lookout",arrest,"A man was shot in the arm during a carjacking attempt in Augusta, Georgia. A Flock camera identified the suspect vehicle, leading to an alert that assisted law enforcement in locating and arresting the suspect.",wrdw.com,https://www.wrdw.com/2023/06/15/man-arrested-after-carjacking-shooting-incident-augusta/,,high
246,2026-08-14,2023-05-27,Troy,AL,burglary,LPR system helped identify suspect,arrest,"Troy University police arrested 22-year-old Tristin Dawson for 18 counts of burglary after he illegally entered fraternity houses on May 27, 2023. The Flock LPR camera system on campus was used to help identify the suspect.",waka.com,https://www.waka.com/2023/06/12/troy-university-police-arrest-prattville-man-on-burglary-charges/,,high
247,2026-08-14,2023-06-04,Tulsa,OK,vehicle theft,Flock notification located stolen vehicle,arrest and charges filed,"Police received a Flock camera alert about a stolen vehicle near 73rd and Memorial. The suspects fled police, hit two vehicles, and caused a fatal crash near 68th and Memorial that killed one person. One suspect was arrested and charged with first-degree murder.",kjrh.com,https://www.kjrh.com/news/local-news/police-investigate-fatal-wreck-near-71st-and-memorial,http://www.newson6.com/story/65135ea789032029c14452c7/trial-proceeds-for-teen-after-being-charged-with-fatal-car-crash-at-tulsa-intersection,high
248,2026-08-14,2023-06-26,Indianapolis,IN,homicide,LPR system located suspect vehicle,suspect apprehended,"Flock Safety cameras helped Indianapolis police locate murder suspect Chaznee Mockabee on June 26, 2023, who was wanted in connection with the December 2021 shooting death of D'Lon Edwards. The license plate readers tracked her vehicle movements and led to her arrest.",wrtv.com,https://www.wrtv.com/news/local-news/crime/license-plate-readers-are-solving-crimes-but-critics-fear-misuse-privacy-concerns,,high
249,2026-08-14,2023-07,Springfield,MO,shooting,LPR hit identified suspect vehicle at crime scene,"arrest, suspect apprehended","Flock Safety cameras helped Springfield Police capture Justin Bartels, one of two suspects in a shooting that killed an 18-year-old. Investigators traced a truck at the crime scene back to Bartels using the license plate reader system, leading to his arrest on second-degree murder charges.",ky3.com,https://www.ky3.com/2023/08/30/springfield-police-add-more-license-plate-scanning-cameras/,,high
250,2026-08-14,2023-08-28,Taylorville,IL,weapons offense,LPR identified suspect vehicle license plates,four suspects arrested and held by U.S. Marshals,Flock Safety cameras in Taylorville helped identify suspect vehicles involved in break-ins at six gun shops across multiple Illinois cities. The license plate data was used to locate four Peoria residents who now face federal charges for conspiracy to steal firearms from licensed dealers.,wandtv.com,https://www.wandtv.com/news/flock-cameras-used-in-solving-federal-gun-case/article_a71f87c4-4387-11ee-84f8-93296114d7bd.html,https://jg-tc.com/news/local/crime-courts/4-charged-with-conspiring-to-steal-guns-from-6-central-illinois-stores/article_14aa25bc-cf0e-5469-ad48-ffe62a93e4db.html,high
251,2026-08-14,2023-08-25,West Allis,WI,vehicle theft,LPR notification of stolen vehicle detected in area,"three suspects arrested, firearms and cocaine recovered","West Allis police received a Flock Safety camera notification of a stolen vehicle near 60th and National on August 25, 2023. Officers located and stopped the vehicle, resulting in three arrests and the recovery of three firearms, crack cocaine, and digital scales.",fox6now.com,https://www.fox6now.com/news/west-allis-police-stolen-vehicle-found-firearms-cocaine-recovered,,high
252,2026-08-14,2023-08-24,West Allis,WI,vehicle theft,LPR alert identified stolen vehicle location,3 arrests,"West Allis police received a Flock Safety camera alert about a stolen SUV near 60th and National. Officers located the vehicle, initiated a traffic stop that led to a high-speed chase, and arrested three teenage suspects after they abandoned the burning vehicle.",fox6now.com,https://www.fox6now.com/news/west-allis-police-chase-teens-arrested-car-fire,,high
253,2026-08-14,2023-08-12,El Cajon,CA,vehicle theft,Real-time ALPR alert located stolen vehicle,"Vehicle located, suspect arrested","A vehicle stolen in March 2022 was located in El Cajon on August 12, 2023 with the help of Flock Safety ALPR cameras. The driver, Celestina Thomas, was arrested for possession of a stolen vehicle and an outstanding misdemeanor warrant.",timesofsandiego.com,https://timesofsandiego.com/tech/2023/08/12/police-locate-stolen-vehicle-with-high-tech-camera-system-that-sends-real-time-alerts/,https://www.10news.com/news/local-news/east-county-news/stolen-car-found-with-help-from-new-license-plate-reading-tech,high
254,2026-08-14,2021-10,Waukesha,WI,carjacking,LPR hit located suspect vehicle during investigation,four felony arrests,"Two teenagers attempted to carjack a vehicle in Waukesha but abandoned the attempt when the owner retained the key fob. They fled to a silver Nissan getaway car, which was then identified through a Flock Safety camera hit. The ensuing police chase and crash resulted in four felony arrests of teenage carjacking suspects.",fox6now.com,https://www.fox6now.com/news/retailers-ai-vehicle-tracking-data-police,,high
255,2026-08-14,2023-09-01,Yakima,WA,hit and run,LPR system identified fleeing vehicle,vehicle located,A hit-and-run crash on Buwalda Lane left a woman with serious head trauma. Yakima police used the Flock camera system to identify the fleeing vehicle and located it approximately 90 minutes after the incident.,yakimaherald.com,https://www.yakimaherald.com/news/local/yakima-police-looking-for-driver-in-buwalda-lane-hit-and-run-that-left-woman-injured/article_348822d4-48eb-11ee-8a8c-bf8ebbf34b49.html,,high
256,2026-08-14,2023-08-22,Gainesville,GA,vehicle theft,LPR detection of stolen vehicle triggered traffic stop,arrest,"A Flock camera detected a stolen vehicle on Candler Road in Hall County on August 22, 2023. The detection led to a traffic stop in which the driver fled, crashed into a pickup truck, and was eventually apprehended by K9 team after abandoning the vehicle on railroad tracks.",wgauradio.com,https://www.wgauradio.com/news/local/man-wanted-athens-is-arrested-gainesville/YT6TAOUWBVATVKDOISEOULRVTA/,https://news.yahoo.com/man-slams-truck-drives-onto-115857682.html,high
257,2026-08-14,2023-08-04,Yakima,WA,shooting,LPR identified suspect vehicle,suspect arrested,"A 29-year-old man was arrested after shooting two people in Yakima on August 4, 2023. Flock security cameras in the city identified the suspect's vehicle, enabling police to locate and apprehend him.",katsfm.com,https://katsfm.com/ixp/113/p/charges-dropped-in-drive-by-shooting/,https://kffm.com/ixp/113/p/charges-dropped-in-drive-by-shooting/ https://newstalkkit.com/charges-dropped-in-drive-by-shooting/ https://www.yakimaherald.com/news/local/crime_and_courts/yakima-man-arrested-in-connection-with-east-maple-street-drive-by-that-left-two-wounded/article_78ac7116-357e-11ee-aa4b-6b4d13d35eb0.html https://mega993online.com/ixp/113/p/two-injured-in-yakima-shooting-friday-night-suspect-in-jail/,high
258,2026-08-14,2023-08-18,Broken Arrow,OK,abduction/missing person,LPR assisted in suspect apprehension,suspects apprehended,"Flock Safety cameras assisted police in locating and apprehending suspects in a kidnapping case in Broken Arrow, Oklahoma.",krmg.com,https://www.krmg.com/news/local/flock-cameras-help-nab-broken-arrow-kidnapping-suspects-police-say/TCMI42QY2ZG5FHM4F4YPAQE6XY/,,low
259,2026-08-14,2023-08-12,Milledgeville,GA,shooting,Flock footage reviewed to identify shooting suspects,investigation ongoing,"A 19-year-old man was shot in the leg during an exchange of gunfire at Milledgeville Manor Apartments on August 12, 2023. Detectives reviewed Flock camera footage in the area along with security videos and vehicle evidence to identify the offenders responsible for the shooting.",unionrecorder.com,https://www.unionrecorder.com/news/shooting-leaves-man-wounded/article_6006feca-3b13-11ee-9e83-db50c43d674f.html,,high
260,2026-08-14,2023-08-09,Wichita,KS,vehicle theft,LPR alert identified stolen vehicle location,"traffic stop initiated, officer injured in resulting crash","A Flock camera alert notified Officer Ruhlen of a stolen 2020 Ford Explorer on Main Street in Wichita. The officer located and initiated a traffic stop on the vehicle, but was struck by another vehicle at an intersection, resulting in injuries to the officer.",littleapplepost.com,https://littleapplepost.com/posts/1f853b2d-d4cf-4a83-9bbb-9b50a17e97b3,https://jcpost.com/posts/1f853b2d-d4cf-4a83-9bbb-9b50a17e97b3 https://greatbendpost.com/posts/1f853b2d-d4cf-4a83-9bbb-9b50a17e97b3,high
261,2026-08-14,2023-08-05,Wichita,KS,vehicle theft,LPR alert notified officer of stolen vehicle location,stolen vehicle located; officer and suspect injured in resulting crash,"Officer Christopher Ruhlen received a Flock camera alert about a stolen vehicle on Main Street in Wichita and attempted a traffic stop. The stolen vehicle struck the officer's SUV at the Kellogg Drive intersection, injuring both drivers.",hayspost.com,https://hayspost.com/posts/1f853b2d-d4cf-4a83-9bbb-9b50a17e97b3,,high
262,2026-08-14,2023-08-06,Hopkinsville,KY,vehicle theft,LPR alert located stolen vehicle,"arrest, felony receiving stolen property and DUI charges filed",A Clarksville man was arrested after Hopkinsville police received a Flock camera alert indicating a stolen vehicle was in the area of Riverfront Drive and West Second Street. Officers located the vehicle on South Kentucky Avenue and arrested the driver.,whopam.com,https://whopam.com/2023/08/08/clarksville-man-charged-in-connection-with-stolen-vehicle-in-hopkinsville/,,high
263,2026-08-14,2023-07-29,Spokane,WA,vehicle theft,LPR alert identified stolen vehicle,arrest,"Spokane County Sheriff's deputies were alerted by a FLOCK camera system to a stolen 1992 Chevrolet S-10 Pickup on July 29, 2023. The alert led deputies to locate and arrest a 22-year-old man, a 12-time convicted felon, who was found in possession of the stolen vehicle and an unlawful firearm.",khq.com,https://www.khq.com/news/spokane-deputies-arrest-12-time-convicted-felon-in-a-stolen-vehicle/article_30d96d80-33c6-11ee-850e-cb8d84834e1a.html,,high
264,2026-08-14,2023-09-19,Elizabethtown,KY,shooting,LPR/FLOCK system identified suspect vehicle,arrest,A male juvenile suspect was arrested in connection with a drive-by shooting on East Dixie Avenue in Elizabethtown that left the victim with non-life-threatening injuries. The Elizabethtown Police Department used their FLOCK camera system to identify the suspect after initial investigative leads were unavailable.,k105.com,https://www.k105.com/2023/09/21/suspect-arrested-in-drive-by-shooting-in-elizabethtown/,,high
265,2026-08-14,2023-09-22,Catoosa,OK,homicide,LPR system helped locate suspect,suspect located,"Flock cameras in Catoosa, Oklahoma assisted in locating a suspect connected to an Illinois mass murder investigation.",fox23.com,https://www.fox23.com/news/local/how-flock-cameras-in-catoosa-helped-locate-a-suspect-connected-to-an-illinois-mass-murder/article_ce9d948c-58f2-11ee-8a4f-eb94782b4e64.html,https://www.kjrh.com/news/local-news/authorities-respond-to-fiery-car-crash-on-i-44,medium
266,2026-08-14,2023-09-16,Fairfield,CA,vehicle theft,LPR hit located stolen vehicle,arrests made,"Flock camera detected a stolen U-Haul truck near Pittman and Suisun Valley Road in Fairfield, leading to a police pursuit. Two women were arrested after abandoning the vehicle and fleeing on foot.",thereporter.com,https://www.thereporter.com/2023/09/19/flock-camera-aids-farifield-pd-in-auto-theft-arrest/,,high
267,2026-08-14,2023-09-16,Milledgeville,GA,carjacking,LPR tracking located suspect vehicle path and enabled law enforcement to narrow search area,arrest,"A 24-year-old man carjacked a Toyota RAV4 at a Kroger in Baldwin County, Georgia on September 16, 2023. Flock cameras tracked the vehicle's movement through multiple streets, allowing deputies to locate and arrest the suspect less than an hour after the crime.",unionrecorder.com,https://www.unionrecorder.com/news/suspected-hijacker-arrested/article_b9dd3b7e-5550-11ee-bdee-93213fc40ee8.html,,high
268,2026-08-14,2023-09-08,Fairfield,CA,vehicle theft,Flock camera captured stolen vehicle location near Lopes Road and I-80,"four suspects arrested/cited, vehicle recovered","Fairfield police apprehended one adult and three youths after a stolen Oakland vehicle was tracked via a Flock camera near Lopes Road and I-80 on I-80. The suspects were found in possession of key fobs, a key programmer, and a loaded handgun.",mercurynews.com,https://www.mercurynews.com/2023/09/08/one-adult-three-children-arrested-in-fairfield-with-stolen-vehicle/,,high
269,2026-08-14,2023-09-05,Lexington,KY,vehicle theft,LPR hit located stolen vehicles,"vehicles recovered, suspects apprehended","Flock cameras helped Lexington Police locate multiple stolen vehicles and apprehend suspects, including one incident on Winburn Drive where a stolen car was spotted and the driver arrested after a chase, and another on Richmond Road where two men were taken into custody. The technology has recovered over $2.8 million in stolen vehicles since installation.",wkyt.com,https://www.wkyt.com/2023/09/05/flock-cameras-helping-lexington-police-solve-crimes/,https://www.wtvq.com/police-person-fleeing-in-stolen-car-on-winburn-drive-causes-crash/,high
270,2026-08-14,2023-08-19,Black Diamond,GA,vehicle theft,LPR identified and tracked stolen vehicles,four vehicles recovered,Black Diamond police deployed Flock Safety automatic license plate readers on well-traveled roads and within 60 days recovered four stolen vehicles and assisted an outside agency's homicide investigation. The cameras identified 28 stolen vehicles traveling through the city during the trial period.,courierherald.com,https://www.courierherald.com/news/black-diamond-license-plate-readers-help-recover-four-vehicles-assist-in-homicide-investigation/,,high
271,2026-08-14,2023-09-11,Glasgow,KY,other,"LPR alerts detected stolen vehicles, plates, and fugitives in real-time","1 stolen vehicle recovered, 3 stolen plates recovered, 2 arrest warrants served, 6 drug charges filed, 1 firearm seized, 1 missing juvenile found","Glasgow Police deployed six Flock Safety cameras on September 11, 2023, which have recorded over 600,000 license plates. The system has assisted in multiple investigations including recovering stolen vehicles, identifying drug trafficking suspects, seizing firearms, and locating a missing juvenile.",wbko.com,https://www.wbko.com/2023/10/26/wbko-investigates-whats-behind-glasgows-new-license-plate-cameras/,,high
272,2026-08-14,2023-10-24,Tulsa,OK,hit and run,Flock Safety camera assisted in locating suspect vehicle,suspect arrested,"A bicyclist was struck by a pickup truck in a hit-and-run incident in East Tulsa. Flock Safety cameras, along with witness descriptions, helped police locate the suspect vehicle and arrest Kijuan Washington.",ktul.com,https://ktul.com/news/local/east-tulsa-hit-and-run-hospitalizes-bicyclist-suspect-in-custody,,high
273,2026-08-14,2023-10-20,,GA,abduction/missing person,assisted in locating missing person,missing person found,A missing Dougherty County man was found with the assistance of Flock Safety cameras.,albanyherald.com,https://www.albanyherald.com/news/missing-dougherty-county-man-found-with-the-assistance-of-the-flock/article_6ff274dc-6ebb-11ee-b718-dbaa1ca9f62b.html,,low
274,2026-08-14,2023-10-12,Baytown,TX,carjacking,LPR system located suspect vehicle,arrest,"David Hernandez was apprehended after attempting multiple carjackings and stealing a vehicle from a grocery store parking lot in Baytown. Flock Safety Technology helped police locate the stolen 2020 Ford Fusion, leading to a pursuit and the suspect's eventual capture.",abc13.com,https://abc13.com/attempted-carjackings-david-hernandez-arrested-baytown-target-man-steals-from/13902104/,,high
275,2026-08-14,2023-10-07,Lowell,MA,vehicle theft,Monitored stolen vehicle location as it moved through city,"Vehicle located and recovered; suspect fled on foot, apprehension pending","A Chevy Silverado was stolen from Tewksbury on October 7, 2023. Flock Safety cameras in Lowell tracked the vehicle's movement through the city as police pursued it, leading to the truck's location in Pawtucketville where it crashed; the suspect fled on foot and remained at large.",lowellsun.com,https://www.lowellsun.com/2023/10/07/pickup-truck-stolen-from-tewksbury-crashes-in-lowell/,,high
276,2026-08-14,2023-09-18,Rio Vista,CA,other,Flock camera established timeline and identified suspect vehicle,arrest,"A dog was dumped in a recycling bin in Rio Vista on September 18, 2023, and died at a shelter. Flock Safety cameras were used to determine when the dumping occurred and identify the suspect's vehicle, leading to the arrest of a Fairfield man for felony animal cruelty.",news.yahoo.com,https://news.yahoo.com/suspect-arrested-dog-dumped-inside-052504889.html,,high
277,2026-08-14,2023-10-06,Loganville,GA,robbery,Flock footage identified getaway vehicle and led to suspect's home,"suspect arrested, stolen money and handgun recovered","An armed robbery at a Shell gas station on Highway 81 was solved when Flock camera footage identified the getaway vehicle and led deputies to the suspect's home in Gwinnett County. The suspect was arrested during a traffic stop within 90 minutes, and stolen money and a handgun were recovered.",news.yahoo.com,https://news.yahoo.com/loganville-city-council-approves-flock-200218103.html,,high
278,2026-08-14,2023-11-28,Hanford,CA,vehicle theft,LPR alert located stolen vehicle in area,arrest,"A Flock camera system alerted Hanford police to a stolen Chevrolet in the area of 10th Avenue and Lacey Boulevard. Officers quickly located the vehicle at a gas station and arrested the driver, who was found in possession of methamphetamine and a shaved key matching the vehicle.",news.yahoo.com,https://news.yahoo.com/meth-shaved-key-lemoore-man-205628049.html,,high
279,2026-08-14,2023-10-28,El Cajon,CA,homicide,LPR identified getaway vehicle,two suspects arrested on first-degree murder charges,"Two teens were fatally shot at a house party in El Cajon on October 28, 2023. Flock Safety license plate readers helped detectives identify the getaway vehicle, leading to the arrest of suspects Bruce Luu and Dan Nalab on first-degree murder charges.",eastcountymagazine.org,http://www.eastcountymagazine.org/flock-license-plate-reader-leads-arrests-double-murder-house-party-el-cajon,https://www.10news.com/news/local-news/east-county-news/arrests-made-in-shooting-deaths-of-teens-at-el-cajon-house-party https://news.yahoo.com/two-arrested-double-homicide-outside-192045388.html,high
280,2026-08-14,2023-08,Vanderburgh County,IN,burglary,Flock Safety system assisted multi-agency investigation leading to arrest,arrest,A suspect in an August ATM break-in at Heritage Federal Credit Union was arrested following an investigation involving the Flock Safety system and multiple agencies across several states. The Flock system assisted law enforcement in identifying and apprehending 21-year-old Dmyree Martin.,wabx.net,https://wabx.net/2023/11/21/arrest-made-in-atm-break-in/,https://wiky.com/2023/11/21/805154/ https://www.14news.com/2023/11/21/vcso-suspect-westside-atm-break-in-arrested/,high
281,2026-08-14,2023,Pataskala,OH,abduction/missing person,LPR data led to recovery of missing juvenile,missing juvenile recovered,"Licking Heights School District installed 11 Flock cameras across its campuses with a $30,000 Ohio School Safety grant. Pataskala Deputy Chief of Police Michael Boals stated that the Flock system has been beneficial in investigations, including recovering a runaway missing juvenile based on Flock information.",myfox28columbus.com,https://myfox28columbus.com/news/local/licking-heights-schools-add-license-plate-readers-to-their-campuses-ohio-chapter-of-the-american-civil-liberties-union-privacy-concerns-gary-daniels-dr-kevin-miller-michael-boals,https://abc6onyourside.com/news/local/licking-heights-schools-add-license-plate-readers-to-their-campuses-ohio-chapter-of-the-american-civil-liberties-union-privacy-concerns-gary-daniels-dr-kevin-miller-michael-boals,high
282,2026-08-14,,Kalamazoo,MI,abduction/missing person,LPR hit located suspect vehicle,"arrest made, child located unharmed","Flock Safety cameras helped officers locate a vehicle involved in an assault-turned-kidnapping in Kalamazoo. Officers used the system to stop the vehicle and arrest the suspect, recovering the child unharmed in under 20 minutes.",fox17online.com,https://www.fox17online.com/news/local-news/kzoo-bc/kalamazoo/portage-adding-10-new-license-plate-readers-by-next-year,,high
283,2026-08-14,2023-11-07,Watsonville,CA,assault,LPR hit located suspect vehicle,arrest,"Watsonville Police used their Flock Safety license plate-reading cameras to identify a Honda Accord belonging to Juan Fernando Marquez, a man wanted for attempted murder in connection with a stabbing. The camera alert led officers to stop Marquez, who was subsequently arrested after allegedly stabbing a police dog during the encounter.",montereyherald.com,https://www.montereyherald.com/2023/11/09/watsonville-police-arrest-salinas-man-after-alleged-k9-stabbing/,,high
